Gene ID,Gene Name,Cluster 1 Mean UMI Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean UMI Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean UMI Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000136807,CDK9,0.046688986474559255,-0.72870467593925081,0.082092143184153463,0.079480682166130648,0.49863516423303178,0.23376660859461637,0.075081592495929952,0.29210373253879185,0.68835148358245957
ENSG00000136877,FPGS,0.13093215772213357,-0.32111889920856163,0.48476370275765163,0.11447590789599416,-0.56607284112065281,0.14511121104487043,0.24599100699324419,0.99747100138170497,0.0099834925251127537
ENSG00000106991,ENG,0.031971805955404706,-1.6863156507388908,4.3302399485970406e-06,0.13760834524285306,1.8667061857034781,1.2363455681611726e-08,0.048407868846060104,-0.71373149671941993,0.27328721916302318
ENSG00000225032,RP11-228B15.4,0.0020299559336764894,-1.2248362034527345,0.20509788222297706,0.0053382547723520588,0.68519547971445061,0.5551484322879634,0.0059274941444155231,0.85186567913480538,0.59854532483293155
ENSG00000106992,AK1,0.0055823788176103456,0.71627010749369635,0.61065763619784053,0.0017794182574506863,-1.3472259979779269,0.27536643518436082,0.0059274941444155231,0.7523300055838904,0.6811189839259022
ENSG00000160408,ST6GALNAC6,0.053286343259007843,0.22695984583622675,0.69005848881536469,0.029063831538361208,-1.0252979030905642,0.017764970507656724,0.073105761114458115,0.80455996435644872,0.117273400222448
ENSG00000136840,ST6GALNAC4,0.046688986474559255,-0.39130977970611802,0.44141983151612518,0.042112898759666242,-0.56196484677094016,0.22183490304969228,0.093851990619912451,1.0792761752378777,0.015739234680293101
ENSG00000167103,PIP5KL1,0.0,-1.1317267990612532,0.7690065959409641,0.0011862788383004575,2.4076615041855405,0.30683025228951644,0.0,0.2669031784136493,1.0
ENSG00000136908,DPM2,0.098960351766728849,-0.78692283748512537,0.026121939256902905,0.15421624897905947,0.21398037949062054,0.62862598664365166,0.19955896952865593,0.68431158215523968,0.12678683017360556
ENSG00000167106,FAM102A,0.12788722382161882,1.6947622899530659,4.4455192807457675e-07,0.0053382547723520588,-4.3065840134805811,2.1602819747513715e-19,0.095827822001384289,0.43315252171256313,0.47834662078269946
ENSG00000171169,NAIF1,0.01725462543625016,0.53812459924641587,0.422711181116881,0.01008337012555389,-0.65123218486802781,0.32761298364071229,0.014818735361038808,0.15142596099371364,1.0
ENSG00000148339,SLC25A25,0.053793832242426967,-0.74193525094152069,0.058648721890228114,0.10142684067468911,0.75711066183680842,0.036325885037692372,0.072117845423722196,-0.057622027959752131,1.0
ENSG00000234771,SLC25A25-AS1,0.0025374449170956115,-1.0492646388692801,0.3574031415132673,0.0065245336106525163,0.94822988554824406,0.3213106150848235,0.0049395784536796026,0.34936533860562236,1.0
ENSG00000148334,PTGES2,0.078153303446544836,-0.92885137581765465,0.008539382602041035,0.14947113362585765,0.54830473546604397,0.12916549589048393,0.14917526930112399,0.4309082083121436,0.43478154925812962
ENSG00000232850,PTGES2-AS1,0.0,-1.1317267990612532,0.71447643815838036,0.0,-0.76226349725677167,0.72275303675650759,0.001975831381471841,3.4368281798559615,0.18900488533894136
ENSG00000148346,LCN2,0.00050748898341912234,-2.0061959169773935,0.43241213928437933,0.00474511535320183,1.9926240049066966,0.18241050264521769,0.001975831381471841,0.11490008496859971,1.0
ENSG00000171159,C9orf16,0.84801409129335337,-0.32120459792496625,0.4284973008412083,0.85649332125293032,-0.27243698676269801,0.52909026346102006,1.3979007023913275,0.71399171115613369,0.085419775566440065
ENSG00000148337,CIZ1,0.04212158562378715,-0.85488659370242903,0.031041505890456011,0.076514985070379515,0.50521681360821491,0.21857475052705755,0.07705742387740179,0.42093680708607017,0.49014996747670542
ENSG00000106976,DNM1,0.00050748898341912234,-1.7166892997824093,0.34640778643200865,0.0035588365149013725,1.630053925521989,0.28974222410998351,0.001975831381471841,0.43682817985596145,0.98950496834082868
ENSG00000167110,GOLGA2,0.044659030540882765,-0.91652091831807514,0.018467769622181392,0.083039518681032029,0.48651692489678133,0.23916669939085081,0.087924496475496924,0.50451498736753653,0.3843897894924152
ENSG00000175854,SWI5,0.062928633943971163,-0.096679851962052865,0.94031305482406946,0.06643161494482562,0.035547652129962692,1.0,0.069154098351514426,0.11286954974122798,0.9667602146826626
ENSG00000167112,TRUB2,0.035016739855919438,-0.17236878355859986,0.806977344020543,0.026691273861760293,-0.69813315983705504,0.13860791979058004,0.061250772825627069,0.98365555169034735,0.049451659848639633
ENSG00000272696,RP11-339B21.13,0.0,-1.1317267990612532,0.7372709912176133,0.0,-0.76226349725677167,0.73397751799675204,0.001975831381471841,3.4368281798559615,0.21050743750194906
