Gene,Normalized.Dispersion
ENSG00000279928,76.925299546084332
ENSG00000279457,-0.71234238159754892
ENSG00000228463,-1.1286428837398317
ENSG00000237094,0.84799359778199834
ENSG00000230021,-0.99027237354085507
ENSG00000237491,-0.24984029149230813
ENSG00000177757,3.4512841549890774
ENSG00000225880,-0.12688320725933974
ENSG00000188976,-1.5755266414353351
ENSG00000187961,2.3050970755326201
ENSG00000187583,-0.35142740200227207
ENSG00000188290,6.2687718652419369
ENSG00000187608,5.4787998326867866
ENSG00000224969,2.4180768367113576
ENSG00000188157,-0.59680010909102421
ENSG00000131591,0.49029358979891152
ENSG00000272141,-0.27042801556420315
ENSG00000162571,0.266599133392177
ENSG00000186891,3.9462342485028361
ENSG00000186827,1.2176834800579102
ENSG00000078808,-0.22315870592766215
ENSG00000176022,-0.68599124159204139
ENSG00000184163,1.5432158226641632
ENSG00000260179,0.51586408365596192
ENSG00000160087,-1.4628097634346677
ENSG00000162572,1.1873089861747712
ENSG00000131584,0.036274930606163582
ENSG00000169972,-1.1541282954785212
ENSG00000127054,-1.1879580298892991
ENSG00000224051,-0.84448359715223886
ENSG00000169962,-1.1281548228124676
ENSG00000107404,-0.14738422895058054
ENSG00000162576,0.35406581750895638
ENSG00000175756,-0.83044101457860187
ENSG00000221978,1.1954111152171185
ENSG00000242485,-0.77151266190145684
ENSG00000235098,-3.073178126879359
ENSG00000225905,0.68827207217326303
ENSG00000215915,-1.8117509579192621
ENSG00000160072,0.47172248732097027
ENSG00000197785,-1.2862448570199221
ENSG00000205090,-0.4913190182672188
ENSG00000160075,-1.2420487797910074
ENSG00000215014,1.4887554893270423
ENSG00000228594,0.76901036605738926
ENSG00000272106,0.96987612594360606
ENSG00000197530,2.0240357018641624
ENSG00000189409,2.4885103861132918
ENSG00000248333,0.53389106697045219
ENSG00000272004,0.12279208573960065
ENSG00000189339,-0.74285382105915476
ENSG00000269737,-10.61373468278396
ENSG00000008128,-0.045543414644096225
ENSG00000215790,-1.0688657469511329
ENSG00000008130,3.2622140137726703
ENSG00000078369,0.63480618582290349
ENSG00000231050,-1.8172535259528362
ENSG00000178821,0.6979138418454327
ENSG00000187730,5.2314931622016774
ENSG00000067606,1.0451788033300344
ENSG00000271806,1.179419918854802
ENSG00000182873,0.70428015564202373
ENSG00000162585,-0.98078167848789566
ENSG00000157933,0.36182638100991449
ENSG00000116151,-1.053758418442575
ENSG00000157916,-0.83175342082376891
ENSG00000157911,-1.1268195524769644
ENSG00000149527,-0.094991277620056311
ENSG00000157881,-0.84488682828772887
ENSG00000272449,-1.3122116184373427
ENSG00000238164,0.36242561218629082
ENSG00000157873,-0.59510667906437209
ENSG00000228037,-7.3379829009552395
ENSG00000157870,-1.0742947035343047
ENSG00000142606,1.7089646920307555
ENSG00000215912,1.1639432323774421
ENSG00000142611,-0.56614785992217964
ENSG00000162591,-0.16084242974878998
ENSG00000238260,1.4844357976653708
ENSG00000158109,-0.053105815453497712
ENSG00000116213,-1.2111150520119207
ENSG00000227589,-0.7607003891050591
ENSG00000227372,2.1660292217952093
ENSG00000235169,10.179370603003724
ENSG00000130764,-1.5359413232913104
ENSG00000116198,-0.28639360849638174
ENSG00000169598,-0.49873296670297612
ENSG00000198912,0.79484475926194886
ENSG00000236423,2.7597107685333588
ENSG00000196581,-2.8021077832790073
ENSG00000236948,-1.0099352462728313
ENSG00000131697,0.51772718973304688
ENSG00000069424,0.40851896389594022
ENSG00000116251,-0.84018272368845293
ENSG00000158286,-1.7674121414234145
ENSG00000116237,-0.67116504750150918
ENSG00000158292,-0.76465166721865963
ENSG00000097021,-0.31172118479275301
ENSG00000271746,0.8521740495011888
ENSG00000187017,-1.0582991154382246
ENSG00000215788,-0.40505910913772597
ENSG00000171680,0.0038828619759410875
ENSG00000162408,-0.45325773737414249
ENSG00000204859,-0.62268670262677461
ENSG00000162413,-0.95129760765105364
ENSG00000116273,0.75980546783372982
ENSG00000041988,1.9228371622944882
ENSG00000007923,-1.1780139157786524
ENSG00000237436,-1.4433284793888219
ENSG00000171735,1.8472410956226799
ENSG00000049245,-0.35135058093119087
ENSG00000049246,-1.0251957218546002
ENSG00000236266,-0.6887137732427755
ENSG00000049247,1.7067633132408784
ENSG00000049249,0.4551197320124461
ENSG00000116288,-0.72499073106436074
ENSG00000116285,-0.63571164615716835
ENSG00000162426,-0.92692886502080252
ENSG00000142599,1.6902143541942438
ENSG00000232912,-0.32861727375511635
ENSG00000074800,-0.64899036184278835
ENSG00000230679,-0.72602117760597096
ENSG00000131686,-0.35485634783697384
ENSG00000142583,-0.16928963120648505
ENSG00000180758,1.5337281266283513
ENSG00000228526,0.95482842295776249
ENSG00000234546,-3.0524167917838945
ENSG00000049239,0.133963405943053
ENSG00000171621,0.17882347624084627
ENSG00000171612,-0.70864552867131103
ENSG00000188807,-1.1135867904207153
ENSG00000171608,-0.08021170754003687
ENSG00000179840,2.002455361027347
ENSG00000231789,1.5523649209190573
ENSG00000171603,0.067297478914456185
ENSG00000178585,0.98026940778498461
ENSG00000162441,-1.282706244036115
ENSG00000173614,0.55609209488705891
ENSG00000162444,11.979016137190776
ENSG00000130939,-0.41165657522817972
ENSG00000054523,0.88839530479892614
ENSG00000142657,3.5871710609762442
ENSG00000251503,-1.1140599364215817
ENSG00000175279,0.18401237765201975
ENSG00000160049,-1.3293413180470788
ENSG00000142655,-1.3117666570200701
ENSG00000130940,1.8346125157382567
ENSG00000272078,0.9173982745844006
ENSG00000175262,0.83330521511399247
ENSG00000120948,0.89428359567311444
ENSG00000277726,5.0056888152159145
ENSG00000009724,0.51262336401661324
ENSG00000271895,-0.22059749173474585
ENSG00000116649,-2.018987966895831
ENSG00000171824,-0.75228300927459746
ENSG00000226849,-0.65159113808785274
ENSG00000198793,-0.085166486864136165
ENSG00000120942,-1.3668978708653914
ENSG00000204624,-0.34046692607003837
ENSG00000116661,-0.78103997584898732
ENSG00000132879,-0.98154488119665018
ENSG00000116663,0.17691603779315068
ENSG00000116670,-0.3148432976989059
ENSG00000162490,0.2445380291335579
ENSG00000177674,2.3656567088600036
ENSG00000215910,-1.5298230108666282
ENSG00000177000,2.2607640247212899
ENSG00000011021,4.4853165830247104
ENSG00000242349,8.510442278282154
ENSG00000116685,3.8598789698197695
ENSG00000083444,-0.64223119670484818
ENSG00000116688,-0.5956160951034758
ENSG00000116691,-0.36940760852400839
ENSG00000120949,-1.4785303198734279
ENSG00000028137,4.1170909483613078
ENSG00000048707,0.24945739371495809
ENSG00000162496,0.88979135593864966
ENSG00000272482,1.8519235402666749
ENSG00000116731,1.639473825277588
ENSG00000189337,-0.79922297604135095
ENSG00000171729,0.064017115767279503
ENSG00000142621,-0.97778380493950612
ENSG00000228140,3.0105863676838456
ENSG00000142634,2.3256629402999835
ENSG00000162438,3.9425915454085914
ENSG00000132906,1.8439301600974389
ENSG00000116138,1.687472087738012
ENSG00000116771,-2.0841336783224014
ENSG00000197312,1.8558202505799055
ENSG00000271742,0.82490272373540785
ENSG00000116786,2.8405258775693594
ENSG00000162461,2.0314053844607911
ENSG00000233954,0.10757705781739768
ENSG00000179743,1.1609852333222739
ENSG00000065526,0.60214272971321037
ENSG00000116809,0.40222335765193112
ENSG00000184908,-4.3798596825872407
ENSG00000142627,-1.5841727573313984
ENSG00000227959,1.6770428015564216
ENSG00000142632,-0.44594434964116658
ENSG00000132881,-0.21638517257782733
ENSG00000037637,0.30138855274189075
ENSG00000055070,-1.2319651908972233
ENSG00000187144,1.5327325821835245
ENSG00000157191,-0.96862588893758794
ENSG00000226029,3.5650767327485009
ENSG00000261135,1.0741517185807703
ENSG00000219481,-0.52002522734440038
ENSG00000058453,-1.4803139381806203
ENSG00000238142,1.1594726139643194
ENSG00000272426,-0.97963713970552013
