Gene
1,ENSG00000239219
2,ENSG00000262678
3,ENSG00000275149
4,ENSG00000223648
5,ENSG00000177301
6,ENSG00000187033
7,ENSG00000198156
8,ENSG00000145794
9,ENSG00000232190
10,ENSG00000180535
11,ENSG00000250413
12,ENSG00000152076
13,ENSG00000204618
14,ENSG00000239828
15,ENSG00000124006
16,ENSG00000015413
17,ENSG00000231292
18,ENSG00000169575
19,ENSG00000235724
20,ENSG00000135750
21,ENSG00000124678
22,ENSG00000269737
23,ENSG00000101187
24,ENSG00000138684
25,ENSG00000154040
26,ENSG00000254030
27,ENSG00000267136
28,ENSG00000078401
29,ENSG00000120658
30,ENSG00000136457
31,ENSG00000228216
32,ENSG00000269068
33,ENSG00000275063
34,ENSG00000226377
35,ENSG00000141316
36,ENSG00000254395
37,ENSG00000221887
38,ENSG00000228037
39,ENSG00000197888
40,ENSG00000229162
41,ENSG00000253230
42,ENSG00000270482
43,ENSG00000183742
44,ENSG00000229191
45,ENSG00000253633
46,ENSG00000273481
47,ENSG00000233656
48,ENSG00000282600
49,ENSG00000251602
50,ENSG00000253957
51,ENSG00000224049
52,ENSG00000116031
53,ENSG00000088367
54,ENSG00000166211
55,ENSG00000268366
56,ENSG00000108511
57,ENSG00000257735
58,ENSG00000267344
59,ENSG00000135373
60,ENSG00000236467
61,ENSG00000183154
62,ENSG00000123485
63,ENSG00000186638
64,ENSG00000273983
65,ENSG00000176641
66,ENSG00000076864
67,ENSG00000214357
68,ENSG00000111339
69,ENSG00000211892
70,ENSG00000248672
71,ENSG00000270100
72,ENSG00000185155
73,ENSG00000219607
74,ENSG00000272735
75,ENSG00000164675
76,ENSG00000233308
77,ENSG00000187595
78,ENSG00000224195
79,ENSG00000258891
80,ENSG00000227359
81,ENSG00000184908
82,ENSG00000087495
83,ENSG00000256050
84,ENSG00000230690
85,ENSG00000153902
86,ENSG00000235749
87,ENSG00000124657
88,ENSG00000127241
89,ENSG00000174529
90,ENSG00000272109
91,ENSG00000163485
92,ENSG00000261327
93,ENSG00000128965
94,ENSG00000260051
95,ENSG00000204065
96,ENSG00000174950
97,ENSG00000173578
98,ENSG00000144550
99,ENSG00000010438
100,ENSG00000246548
101,ENSG00000162843
102,ENSG00000260271
103,ENSG00000211693
104,ENSG00000204613
105,ENSG00000268678
106,ENSG00000158966
107,ENSG00000230113
108,ENSG00000183134
109,ENSG00000260691
110,ENSG00000224167
111,ENSG00000255680
112,ENSG00000100122
113,ENSG00000165238
114,ENSG00000267666
115,ENSG00000228590
116,ENSG00000152192
117,ENSG00000198062
118,ENSG00000227502
119,ENSG00000242290
120,ENSG00000070915
121,ENSG00000277020
122,ENSG00000164920
123,ENSG00000264207
124,ENSG00000175344
125,ENSG00000262454
126,ENSG00000224066
127,ENSG00000273240
128,ENSG00000249175
129,ENSG00000165474
130,ENSG00000254943
131,ENSG00000251603
132,ENSG00000233232
133,ENSG00000168938
134,ENSG00000237781
135,ENSG00000260170
136,ENSG00000183397
137,ENSG00000272043
138,ENSG00000228925
139,ENSG00000178445
140,ENSG00000232233
141,ENSG00000276600
142,ENSG00000263812
143,ENSG00000274400
144,ENSG00000165621
145,ENSG00000168079
146,ENSG00000198785
147,ENSG00000273132
148,ENSG00000232606
149,ENSG00000250902
150,ENSG00000117245
151,ENSG00000280273
152,ENSG00000100206
153,ENSG00000147041
154,ENSG00000170956
155,ENSG00000101412
156,ENSG00000249240
157,ENSG00000228709
158,ENSG00000254607
159,ENSG00000197506
160,ENSG00000176177
161,ENSG00000262179
162,ENSG00000258232
163,ENSG00000273455
164,ENSG00000172179
165,ENSG00000165300
166,ENSG00000196517
167,ENSG00000259225
168,ENSG00000235085
169,ENSG00000196436
170,ENSG00000064655
171,ENSG00000164647
172,ENSG00000086570
173,ENSG00000230806
174,ENSG00000261474
175,ENSG00000130595
176,ENSG00000235191
177,ENSG00000229425
178,ENSG00000233730
179,ENSG00000123700
180,ENSG00000131650
181,ENSG00000272010
182,ENSG00000197561
183,ENSG00000234699
184,ENSG00000211944
185,ENSG00000223475
186,ENSG00000177807
187,ENSG00000267601
188,ENSG00000115297
189,ENSG00000138180
190,ENSG00000169282
191,ENSG00000075643
192,ENSG00000272661
193,ENSG00000105371
194,ENSG00000246731
195,ENSG00000233593
196,ENSG00000155959
197,ENSG00000064042
198,ENSG00000235098
199,ENSG00000234546
200,ENSG00000248636
201,ENSG00000065328
202,ENSG00000236526
203,ENSG00000114686
204,ENSG00000180155
205,ENSG00000275719
206,ENSG00000105131
207,ENSG00000241280
208,ENSG00000177752
209,ENSG00000111834
210,ENSG00000171798
211,ENSG00000227403
212,ENSG00000227082
213,ENSG00000065320
214,ENSG00000227060
215,ENSG00000255374
216,ENSG00000073737
217,ENSG00000162753
218,ENSG00000170584
219,ENSG00000232504
220,ENSG00000166394
221,ENSG00000117834
222,ENSG00000068885
223,ENSG00000134504
224,ENSG00000101842
225,ENSG00000174628
226,ENSG00000187678
227,ENSG00000256514
228,ENSG00000100296
229,ENSG00000011332
230,ENSG00000231742
231,ENSG00000237419
232,ENSG00000120903
233,ENSG00000133454
234,ENSG00000227518
235,ENSG00000239801
236,ENSG00000244355
237,ENSG00000227517
238,ENSG00000267577
239,ENSG00000178826
240,ENSG00000273271
241,ENSG00000137491
242,ENSG00000173207
243,ENSG00000122861
244,ENSG00000100714
245,ENSG00000166260
246,ENSG00000165548
247,ENSG00000155367
248,ENSG00000196218
249,ENSG00000061337
250,ENSG00000140743
251,ENSG00000154025
252,ENSG00000271788
253,ENSG00000196581
254,ENSG00000185842
255,ENSG00000229953
256,ENSG00000157827
257,ENSG00000246223
258,ENSG00000245112
259,ENSG00000114698
260,ENSG00000253408
261,ENSG00000158747
262,ENSG00000167904
263,ENSG00000046604
264,ENSG00000260861
265,ENSG00000177359
266,ENSG00000100462
267,ENSG00000167601
268,ENSG00000273599
269,ENSG00000269699
270,ENSG00000205364
271,ENSG00000174136
272,ENSG00000068001
273,ENSG00000078589
274,ENSG00000239900
275,ENSG00000181634
276,ENSG00000152939
277,ENSG00000164620
278,ENSG00000280213
279,ENSG00000168754
280,ENSG00000235034
281,ENSG00000170854
282,ENSG00000136960
283,ENSG00000232995
284,ENSG00000169116
285,ENSG00000121380
286,ENSG00000146904
287,ENSG00000006747
288,ENSG00000091831
289,ENSG00000249736
290,ENSG00000204882
291,ENSG00000148680
292,ENSG00000164821
293,ENSG00000166068
294,ENSG00000236256
295,ENSG00000148468
296,ENSG00000152932
297,ENSG00000256690
298,ENSG00000185915
299,ENSG00000198841
300,ENSG00000165704
301,ENSG00000260498
302,ENSG00000246430
303,ENSG00000198892
304,ENSG00000264023
305,ENSG00000100433
306,ENSG00000137757
307,ENSG00000211974
308,ENSG00000258798
309,ENSG00000104881
310,ENSG00000206344
311,ENSG00000146842
312,ENSG00000107593
313,ENSG00000182749
314,ENSG00000165591
315,ENSG00000198056
316,ENSG00000239672
317,ENSG00000174885
318,ENSG00000077942
319,ENSG00000167634
320,ENSG00000126767
321,ENSG00000129007
322,ENSG00000053372
323,ENSG00000099864
324,ENSG00000166682
325,ENSG00000275418
326,ENSG00000248318
327,ENSG00000184292
328,ENSG00000179954
329,ENSG00000258949
330,ENSG00000100314
331,ENSG00000254452
332,ENSG00000256862
333,ENSG00000112667
334,ENSG00000137038
335,ENSG00000230107
336,ENSG00000144152
337,ENSG00000135476
338,ENSG00000136235
339,ENSG00000273026
340,ENSG00000173267
341,ENSG00000181690
342,ENSG00000178802
343,ENSG00000243710
344,ENSG00000131477
345,ENSG00000138028
346,ENSG00000227036
347,ENSG00000155755
348,ENSG00000229151
349,ENSG00000269242
350,ENSG00000145708
351,ENSG00000242732
352,ENSG00000006453
353,ENSG00000173258
354,ENSG00000166278
355,ENSG00000092758
356,ENSG00000271793
357,ENSG00000170469
358,ENSG00000105771
359,ENSG00000123612
360,ENSG00000104884
361,ENSG00000111058
362,ENSG00000102897
363,ENSG00000168061
364,ENSG00000246662
365,ENSG00000196866
366,ENSG00000080031
367,ENSG00000108439
368,ENSG00000005102
369,ENSG00000146411
370,ENSG00000162076
371,ENSG00000256813
372,ENSG00000271980
373,ENSG00000108950
374,ENSG00000164398
375,ENSG00000256771
376,ENSG00000092208
377,ENSG00000121211
378,ENSG00000100290
379,ENSG00000110375
380,ENSG00000183605
381,ENSG00000144524
382,ENSG00000260260
383,ENSG00000259583
384,ENSG00000253506
385,ENSG00000198860
386,ENSG00000090530
387,ENSG00000153044
388,ENSG00000154277
389,ENSG00000151150
390,ENSG00000126821
391,ENSG00000233038
392,ENSG00000187601
393,ENSG00000184083
394,ENSG00000178096
395,ENSG00000233334
396,ENSG00000225127
397,ENSG00000120656
398,ENSG00000094916
399,ENSG00000100522
400,ENSG00000137168
401,ENSG00000240219
402,ENSG00000111269
403,ENSG00000255221
404,ENSG00000238133
405,ENSG00000247271
406,ENSG00000154122
407,ENSG00000170786
408,ENSG00000153130
409,ENSG00000185721
410,ENSG00000183092
411,ENSG00000130204
412,ENSG00000273004
413,ENSG00000214706
414,ENSG00000232838
415,ENSG00000105135
416,ENSG00000171155
417,ENSG00000120805
418,ENSG00000237017
419,ENSG00000271133
420,ENSG00000075340
421,ENSG00000243364
422,ENSG00000165609
423,ENSG00000153885
424,ENSG00000090054
425,ENSG00000258429
426,ENSG00000175536
427,ENSG00000278291
428,ENSG00000228989
429,ENSG00000113048
430,ENSG00000101444
431,ENSG00000235280
432,ENSG00000159055
433,ENSG00000204228
434,ENSG00000267740
435,ENSG00000181991
436,ENSG00000167196
437,ENSG00000177352
438,ENSG00000260420
439,ENSG00000162517
440,ENSG00000138134
441,ENSG00000170632
442,ENSG00000070526
443,ENSG00000134184
444,ENSG00000225822
