Gene ID,Gene Name,Cluster 1 Mean UMI Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean UMI Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000111837,MAK,0.0,-3.5581130166134134,0.012483185667093092,0.0038539399700055648,3.5581130166134134,0.012483185667093092
ENSG00000224531,SMIM13,0.033583232856608303,-0.31941878294786541,0.55909510556993292,0.041751016341726954,0.31941878294786541,0.55909510556993292
ENSG00000111859,NEDD9,0.075562273927368681,-1.0683297843990363,0.0016480056881322486,0.15865386209856241,1.0683297843990363,0.0016480056881322486
ENSG00000233656,RP11-716O23.1,0.00038162764609782162,0.24924190544419034,1.0,0.0,-0.24924190544419034,1.0
ENSG00000205269,TMEM170B,0.0034346488148803943,-5.9286758867516527,1.4889554120682955e-40,0.23187872152866815,5.9286758867516527,1.5610016416845034e-40
ENSG00000111863,ADTRP,0.033583232856608303,4.724975336410588,6.5119648171842062e-11,0.0006423233283342608,-4.724975336410588,6.5119648171842062e-11
ENSG00000095951,HIVEP1,0.030530211687825728,0.50162906707847554,0.40559878118668075,0.021196669835030605,-0.50162906707847554,0.40559878118668075
ENSG00000078401,EDN1,0.0,-1.7507580945558097,0.54699657536524515,0.0006423233283342608,1.7507580945558097,0.54699657536524515
ENSG00000112137,PHACTR1,0.032056722272217016,-3.1837175018319153,1.4016796618625955e-20,0.29418408437709143,3.1837175018319153,1.4571628151446565e-20
ENSG00000215022,RP1-257A7.4,0.0,-2.3357205952769657,0.34759397404151249,0.0012846466566685216,2.3357205952769657,0.34759397404151249
ENSG00000145979,TBC1D7,0.050374849284912454,-0.60236625466313898,0.15355473050567559,0.076436476071777032,0.60236625466313898,0.15355473050567559
ENSG00000272379,RP1-257A7.5,0.00038162764609782162,-1.3357205952769657,0.73083206506092413,0.0012846466566685216,1.3357205952769657,0.73083206506092413
ENSG00000145990,GFOD1,0.061060423375651457,0.49269594230846803,0.32854478251898311,0.043035662998395473,-0.49269594230846803,0.32854478251898311
ENSG00000124523,SIRT5,0.032438349918314839,0.58804381889594914,0.29401219145555985,0.021196669835030605,-0.58804381889594914,0.29401219145555996
ENSG00000261071,RP1-223E5.4,0.0030530211687825729,0.097238811999140751,1.0,0.0025692933133370432,-0.097238811999140751,1.0
ENSG00000225921,NOL7,0.40299879427929963,0.31200799213256314,0.48269446068075456,0.32437328080880168,-0.31200799213256314,0.48269446068075456
ENSG00000010017,RANBP9,0.030148584041727908,-0.76868000255307223,0.097589204622323039,0.051385866266740861,0.76868000255307223,0.097589204622323039
ENSG00000050393,MCUR1,0.087774358602498964,-1.2998884894219365,0.00015351535087758259,0.2164629616486459,1.2998884894219365,0.00015351535087758259
ENSG00000180537,RNF182,0.0,-2.7507580945558097,0.13256170852441962,0.0019269699850027824,2.7507580945558097,0.13256170852441962
ENSG00000112149,CD83,0.18661591894183477,-1.8084735924120972,1.9386631300409418e-09,0.65452747157261171,1.8084735924120972,1.9386631300409418e-09
ENSG00000229646,RP11-330A16.1,0.0015265105843912865,0.57117000033155207,0.81920567789879195,0.0006423233283342608,-0.57117000033155207,0.81920567789879217
ENSG00000271888,RP11-560J1.2,0.00038162764609782162,-2.0726861894431714,0.17591881323178865,0.0025692933133370432,2.0726861894431714,0.17591881323178865
ENSG00000008083,JARID2,0.069456231589803533,-1.5793541641875839,9.5374549601611093e-07,0.20811275838030049,1.5793541641875839,9.5374549601611093e-07
ENSG00000235488,JARID2-AS1,0.0,-4.2101897131931061,0.0052189636997591526,0.0064232332833426076,4.2101897131931061,0.0052189636997591526
ENSG00000047579,DTNBP1,0.11258015559885737,1.083655839726215,0.0045049591248247254,0.052670512923409386,-1.083655839726215,0.0045049591248247254
